[2026-09-02T17:08:39.838Z] GET http://localhost:8765/ → 200 (6ms, 103970B)
[2026-09-02T17:08:57.979Z] GET http://localhost:8765/_tmp_import.json → 200 (7ms, -196B)
[2026-09-02T17:09:14.584Z] GET http://localhost:8765/_tmp_import.json → 200 (1ms, -196B)
[2026-09-02T17:09:29.102Z] GET http://localhost:8765/_demo.html → 200 (9ms, -189B)
[2026-09-02T17:09:44.121Z] GET http://localhost:8765/ → 200 (2ms, -189B)
[2026-09-02T17:09:45.287Z] GET blob:http://localhost:8765/07137498-fe85-4a1e-b878-448634cae576 → 200 (1ms, -69B)
[2026-09-02T17:09:45.287Z] GET blob:http://localhost:8765/47a713b5-582a-427a-8996-bdd3024e5078 → 200 (1ms, -68B)
[2026-09-02T17:09:49.595Z] GET blob:http://localhost:8765/35f13d25-3cbf-49bd-91b6-3129f7560425 → 200 (1ms, -68B)
[2026-09-02T17:09:49.595Z] GET blob:http://localhost:8765/1b5e139c-3a8d-4010-bf38-856ab9536cc2 → 200 (1ms, -68B)
[2026-09-02T17:09:49.595Z] GET blob:http://localhost:8765/48fc699f-dc4c-4fd4-99e4-dbb75e52d611 → 200 (1ms, -68B)
[2026-09-02T17:09:49.595Z] GET https://www.youtube.com/embed/C7s2MeQ122M?enablejsapi=1&playsinline=1&start=0&rel=0&origin=http%3A%2F%2Flocalhost%3A8765 → pending (?ms, ?B)
[2026-09-02T17:09:49.898Z] GET https://www.youtube.com/s/player/e937390a/www-player.css → 200 (51ms, 58260B)
[2026-09-02T17:09:49.898Z] GET https://www.youtube.com/s/_/ytembeds/_/ss/k=ytembeds.base.slzE8OL8JD0.L.W.O/am=AAAAQA/d=1/br=1/rs=AGKMywHBCjpb4CsS68tLfVquqzzrQLbWDA/m=root,base → 200 (86ms, 409B)
[2026-09-02T17:09:49.931Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.Ry2NDMjTKMQ.es5.O/am=AAAAQA/d=1/excm=base,root/br=1/rs=AGKMywHcixhGj0woJ9UOF4uPmRbk7reXiw/m=root,base → 200 (129ms, 179260B)
[2026-09-02T17:09:49.931Z] GET https://www.youtube.com/s/player/e937390a/player_embed.vflset/ko_KR/base.js → 200 (166ms, 521259B)
[2026-09-02T17:09:50.110Z] GET https://googleads.g.doubleclick.net/pagead/id → 302 (237ms, ?B)
[2026-09-02T17:09:50.110Z] GET https://static.doubleclick.net/instream/ad_status.js → 200 (185ms, 495B)
[2026-09-02T17:09:50.110Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.Ry2NDMjTKMQ.es5.O/ck=ytembeds.base.slzE8OL8JD0.L.W.O/am=AAAAQA/d=1/exm=base,root/excm=base,root/ed=1/br=1/rs=AGKMywFaSxrvFPnzdbtPC7iZs8zeL5qA2w/m=r78Drb → 200 (164ms, 245232B)
[2026-09-02T17:09:50.138Z] GET https://www.google.com/js/th/KhSYraVfDanE6OSyYx6mt_lEP2fCce5kkMZ6ejOGM04.js → 200 (195ms, 24892B)
[2026-09-02T17:09:50.293Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.Ry2NDMjTKMQ.es5.O/ck=ytembeds.base.slzE8OL8JD0.L.W.O/am=AAAAQA/d=1/exm=base,r78Drb,root/excm=base,root/ed=1/br=1/rs=AGKMywFaSxrvFPnzdbtPC7iZs8zeL5qA2w/m=cwx9N → 200 (39ms, 19297B)
[2026-09-02T17:09:50.317Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (238ms, 35220B)
[2026-09-02T17:09:50.317Z] GET https://i.ytimg.com/vi/C7s2MeQ122M/sddefault.jpg → 200 (191ms, 30796B)
[2026-09-02T17:09:50.319Z] GET https://www.gstatic.com/youtube/img/icons/mweb/youtube_fill/logo/v2/67px.svg → 200 (192ms, 727B)
[2026-09-02T17:09:50.320Z] GET https://yt3.ggpht.com/ih71WKf2WCzvq798NUdbhzKaLBNWdyk3sEvcae4oEWEwGflj_hWcrf6sugfxfLS_zyNvTFm0_Q=s68-c-k-c0x00ffffff-no-rj → 200 (175ms, 2337B)
[2026-09-02T17:09:50.347Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (87ms, 242B)
[2026-09-02T17:09:50.377Z] GET https://www.youtube.com/generate_204?AFFjVQ → 204 (36ms, 10B)
[2026-09-02T17:09:50.382Z] POST https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT → 200 (321ms, 312B)
[2026-09-02T17:09:52.718Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → 200 (87ms, 50B)
[2026-09-02T17:10:09.366Z] POST https://www.youtube.com/api/stats/atr?ns=yt&el=embedded&cpn=OiqePB0Mo5qbflet&ver=2&cmt=0&fs=0&rt=19.229&euri=http%3A%2F%2Flocalhost%3A8765%2F&lact=19243&cl=967453928&mos=0&volume=100&cbrand=apple&cbr=HeadlessChrome&cbrver=145.0.7632.6&c=WEB_EMBEDDED_PLAYER&cver=2.20260901.01.00&cplayer=UNIPLAYER&cos=Macintosh&cosver=10_15_7&cplatform=DESKTOP&epm=1&hl=ko_KR&cr=KR&len=518&fexp=v1%2C24004644%2C27058999%2C34656%2C124674%2C117689%2C9252%2C3479%2C13030%2C23206%2C100702%2C15105%2C25059%2C4174%2C30447%2C18705%2C26008%2C28442%2C661%2C9404%2C6630%2C17196%2C9500%2C1840%2C115426%2C34313%2C9181%2C15416%2C37567%2C6032%2C1168%2C372%2C7759%2C34320%2C11462%2C927%2C14331%2C13051%2C756%2C9477%2C7746%2C13330%2C3895%2C6554%2C514%2C652%2C2%2C14921%2C553%2C4457%2C3%2C3%2C744%2C13601%2C1643%2C7809%2C4435%2C20584%2C8280%2C757%2C1538%2C7443%2C1541%2C19225%2C1822%2C12073%2C2167%2C2072%2C1392%2C5663%2C1238%2C481%2C2512%2C5311%2C8213%2C5044&muted=0&docid=C7s2MeQ122M → pending (?ms, ?B)
[2026-09-02T17:10:09.367Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-09-02T17:10:10.566Z] GET blob:http://localhost:8765/07137498-fe85-4a1e-b878-448634cae576 → 200 (1ms, -69B)
[2026-09-02T17:10:14.871Z] GET https://www.youtube.com/embed/C7s2MeQ122M?enablejsapi=1&playsinline=1&start=0&rel=0&origin=http%3A%2F%2Flocalhost%3A8765 → 200 (152ms, 59605B)
[2026-09-02T17:10:15.025Z] GET https://www.youtube.com/s/player/e937390a/www-player.css → 200 (?ms, -681B)
